"","colony_num","new_yard","split_date","parent_yard","parent_id","varroa_5cup","splits_made","stratum","trt","trt_numeric","ch2_date","ch2_var_tray","ch2_var_wash","ch2_var_total","ch2_wash_workers","ch2_wash_drones","ch2_wash_queens","ch18_date","ch18_qstatus","ch18_eggs","ch18_ageoldest","ch18_age","ch30_date","ch30_eggs","ch30_qstatus","ch30_ageoldest","ch30_age","lay_18","lay_30","start_layday","ch44_date","ch44_eggs","ch44_qstatus","ch44_fob","ch58_date","ch58_eggs","ch58_qstatus","ch58_fob","ch72_date","ch72_eggs","ch72_qstatus","ch72_fob","ch72_supered","ch77_var_total","ch77_wash_workers","ch77_wash_drones","ch77_wash_queens","ch77_supers_use","ch77_lbs","bottom_board","supers_supering_sheet_dontuse","chpost_date","post_supers_use","post_lbs","post_q_status","post_quick_fob","post_issues","chpost_var_total","chpost_wash_workers","chpost_wash_drones","chpost_wash_queens","date_decided_remove","exp_day_decided_remove","reason_removal","date","ch77_qstatus","ch77_efb","ch77_deeps_num","ch77_mediums_num","frames_bees","frames_wbr","frames_dbr","frames_honey","trt_label","trt_type","efb_columns","efb","ch2_wash_bees","ch77_wash_bees","chpost_wash_bees","qstatuses","failed","weak","QL","DL","established","issues","ch77_lbs_C","ch77_kgs_C","post_lbs_C","post_kgs_C"
"154","22-154","Turfgrass","3/25/22","Kiwi-Raleighs","21-192",2,3,5,"2-Apivar",2,"3/27/22",NA,NA,2,288,13,0,"4/12/22","QR","Y","L2",5,"4/24/22","Y","QR","Capped",NA,"13","#VALUE!",13,"5/8/22","Y","QR",9,"5/21/22","Y","QR","12","6/6/22","Y","QR",14,"",2,376,18,0,1,149.8,"Four",1,"6/30/22",1,180.8,"QR",16,NA,4,279,26,0,"",NA,"","2022-06-11","QS",NA,NA,NA,3.032,1.725,0.325,10.257,"Apivar","Synthetic"," NA",0,301,394,305,"QR QR QR QS ",0,0,0,0,1,0,149.8,68.0092,180.8,82.0832
"155","22-155","Turfgrass","3/25/22","Kiwi-Raleighs","21-192",2,3,5,"7-HopGuard",7,"3/27/22",NA,NA,0,290,17,0,"4/12/22","QNS","N",NA,NA,"4/24/22","Y","QR","Eggs",2,"#VALUE!","28",28,"5/8/22","Y","QR",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Normal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/8/22",44,"Weak",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HopGuard","Organic","Weak NA",0,307,NA,NA,"QR NA NA NA Weak",0,1,0,0,1,1,NA,NA,NA,NA
"156","22-156","Turfgrass","3/25/22","Kiwi-Raleighs","21-054",1,3,6,"5-Vapor18",5,"3/27/22",NA,NA,0,295,27,0,"4/12/22","QNS","N",NA,NA,"4/24/22","Y","DL",NA,NA,"#VALUE!","#VALUE!",NA,"5/8/22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Normal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4/24/22",30,"Failed to mate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OA Vapor","Organic","Failed to mate NA",0,322,NA,NA,"NA NA NA NA Failed to mate",1,0,0,0,0,1,NA,NA,NA,NA
"157","22-157","Turfgrass","3/25/22","Kiwi-Raleighs","21-054",1,3,6,"4-Dribble18",4,"3/27/22",NA,NA,0,280,4,0,"4/12/22","QS","Y","Eggs",2,"4/24/22","Y","QR","Capped",NA,"16","#VALUE!",16,"5/8/22","Y","QR",9.5,"5/21/22","Y","QR","14","6/6/22","Y","QR",14,"",0,343,0,0,1,161.6,"Normal",2,"6/30/22",2,218.2,"QR",18,NA,1,320,4,0,"",NA,"","2022-06-11","QS",NA,NA,NA,4.284,2.6,0.2,11.433,"OA Dribble","Organic"," NA",0,284,343,324,"QR QR QR QS ",0,0,0,0,1,0,161.6,73.3664,206.2,93.6148
"158","22-158","Turfgrass","3/25/22","Kiwi-Raleighs","21-054",1,3,6,"3-Taktic",3,"3/27/22",NA,NA,0,323,2,0,"4/12/22","QNS","N",NA,NA,"4/24/22","Y","QR","Eggs",2,"#VALUE!","28",28,"5/8/22","Y","DL",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Normal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/8/22",44,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amitraz EC","Synthetic","DL NA",0,325,NA,NA,"DL NA NA NA DL",1,0,0,0,0,1,NA,NA,NA,NA
"159","22-159","Turfgrass","3/25/22","Kiwi-Raleighs","21-181",1,2,6,"1-Control",1,"3/27/22",NA,NA,0,242,10,0,"4/12/22","QNS","N",NA,NA,"4/24/22","Y","QR","Eggs",2,"#VALUE!","28",28,"5/8/22","Y","DL",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Normal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/8/22",44,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control","Control","DL NA",0,252,NA,NA,"DL NA NA NA DL",1,0,0,0,0,1,NA,NA,NA,NA
"160","22-160","Turfgrass","3/25/22","Kiwi-Raleighs","21-181",1,2,7,"4-Dribble18",4,"3/27/22",NA,NA,0,321,2,0,"4/12/22","QNS","N",NA,NA,"4/24/22","Y","QR","L4",7,"#VALUE!","23",23,"5/8/22","Y","QR",4.5,"5/21/22","Y","QR","6","6/6/22","Y","QR",8,"",0,393,0,0,1,104.6,"Normal",1,"6/30/22",1,117.2,"QR",9,NA,5,360,2,0,"",NA,"","2022-06-11","QR",NA,NA,NA,2.1,2.025,0,3.55,"OA Dribble","Organic"," NA",0,323,393,362,"QR QR QR QR ",0,0,0,0,1,0,104.6,47.4884,117.2,53.2088
"161","22-161","Turfgrass","3/25/22","Richland","21-214",9,2,1,"4-Dribble18",4,"3/27/22",8,1,9,271,27,0,"4/12/22","QNS","N",NA,NA,"4/24/22","Y","QR","White eye",13,"#VALUE!","17",17,"5/8/22","Y","QR",9,"5/21/22","Y","QR","10.5","6/6/22","Y","QS",13,"",8,310,7,0,1,140.8,"Normal",1,"6/30/22",1,168.6,"QR",16,NA,15,325,2,0,"",NA,"","2022-06-11","QR",NA,NA,NA,3.821,3.35,0.3,8.035,"OA Dribble","Organic"," NA",0,298,317,327,"QR QR QS QR ",0,0,0,0,1,0,140.8,63.9232,168.6,76.5444
"162","22-162","Turfgrass","3/25/22","Richland","21-214",9,2,1,"6-ManyDribble",6,"3/27/22",2,0,2,301,6,0,"4/12/22","QS","Y","L3",6,"4/24/22","Y","QR","Capped",NA,"12","#VALUE!",12,"5/8/22","Y","QR",10.5,"5/21/22","Y","QR","11","6/6/22","Y","QR",12,"",1,292,2,0,1,149.4,"Normal",1,"6/30/22",1,185.2,"QR",14,NA,4,349,7,0,"",NA,"","2022-06-11","QS",NA,NA,NA,3,2.3,0.2,8.925,"5x OA Dribble","Organic"," NA",0,307,294,356,"QR QR QR QS ",0,0,0,0,1,0,149.4,67.8276,185.2,84.0808
"163","22-163","Turfgrass","3/25/22","Richland","21-166",1,2,7,"7-HopGuard",7,"3/27/22",NA,NA,4,309,13,0,"4/12/22","QS","Y","L5",8,"4/24/22","Y","QS","Capped",NA,"10","#VALUE!",10,"5/8/22","Y","QR",4.5,"5/21/22","Y","QR","4","6/6/22","Y","QR",8,"",0,334,0,0,1,111.6,"Normal",1,"6/30/22",1,136.8,"QS",10,NA,5,263,0,0,"",NA,"","2022-06-11","QR",NA,NA,NA,2.65,2.6,0.05,4,"HopGuard","Organic"," NA",0,322,334,263,"QR QR QR QR ",0,0,0,0,1,0,111.6,50.6664,136.8,62.1072
"164","22-164","Turfgrass","3/25/22","Richland","21-166",1,2,7,"1-Control",1,"3/27/22",NA,NA,2,269,8,0,"4/12/22","QS","Y","L4",7,"4/24/22","Y","QS","Capped",NA,"11","#VALUE!",11,"5/8/22","Y","QR",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Normal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/8/22",44,"EFB",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Control","Control","EFB NA",1,277,NA,NA,"QR NA NA NA EFB",0,0,0,0,1,1,NA,NA,NA,NA
"165","22-165","Turfgrass","3/25/22","Richland","21-169",5,2,2,"7-HopGuard",7,"3/27/22",4,1,5,273,11,0,"4/12/22","QS","Y","L3",6,"4/24/22","Y","QR","Capped",NA,"12","#VALUE!",12,"5/8/22","Y","QS",11,"5/21/22","Y","QR","15","6/6/22","Y","QR",14,"",9,407,3,0,1,176.6,"Normal",2,"6/30/22",2,212,"QR",18,NA,26,242,10,0,"",NA,"","2022-06-11","QS",NA,NA,NA,4.303,2.8,0.2,13.382,"HopGuard","Organic"," NA",0,284,410,252,"QS QR QR QS ",0,0,0,0,1,0,176.6,80.1764,200,90.8
"166","22-166","Turfgrass","3/25/22","Richland","21-169",5,2,2,"1-Control",1,"3/27/22",0,1,1,334,5,0,"4/12/22","QNS","N",NA,NA,"4/24/22","Y","QS","L2",5,"#VALUE!","25",25,"5/8/22","Y","QR",6,"5/21/22","Y","QR","8","6/6/22","Y","QR",10,"",14,332,1,0,1,125.6,"Normal",1,"6/30/22",1,146.2,"QR",16,NA,19,360,0,0,"",NA,"","2022-06-11","QR",NA,NA,NA,3.1,2.475,0.075,7.725,"Control","Control"," NA",0,339,333,360,"QR QR QR QR ",0,0,0,0,1,0,125.6,57.0224,146.2,66.3748
"167","22-167","Turfgrass","3/25/22","Richland","20-D19",8,3,1,"7-HopGuard",7,"3/27/22",1,0,1,308,2,0,"4/12/22","QR","Y","L4",7,"4/24/22","Y","QR","Capped",NA,"11","#VALUE!",11,"5/8/22","Y","QR",6,"5/21/22","Y","QR","9","6/6/22","Y","QR",12,"",8,387,1,0,1,128.2,"Normal",1,"6/30/22",1,163.4,"QR",14,NA,11,334,8,0,"",NA,"","2022-06-11","QS",NA,NA,NA,3.75,3.375,0.275,8.2,"HopGuard","Organic"," NA",0,310,388,342,"QR QR QR QS ",0,0,0,0,1,0,128.2,58.2028,163.4,74.1836
"168","22-168","Turfgrass","3/25/22","Richland","20-D19",8,3,1,"2-Apivar",2,"3/27/22",2,1,3,280,14,0,"4/12/22","QR","Y","L3",6,"4/24/22","Y","QR","Capped",NA,"12","#VALUE!",12,"5/8/22","Y","QR",6,"5/21/22","Y","QS","8","6/6/22","Y","QS",13,"",4,386,3,0,1,130.2,"Normal",1,"6/30/22",1,161.4,"QS",18,NA,6,342,0,0,"",NA,"","2022-06-11","QS",NA,NA,NA,3.625,3.425,0.125,7.225,"Apivar","Synthetic"," NA",0,294,389,342,"QR QS QS QS ",0,0,0,0,1,0,130.2,59.1108,161.4,73.2756
"169","22-169","Turfgrass","3/25/22","Richland","20-D19",8,3,1,"5-Vapor18",5,"3/27/22",14,0,14,246,47,0,"4/12/22","QR","Y","L3",6,"4/24/22","Y","QR","Capped",NA,"12","#VALUE!",12,"5/8/22","Y","QR",4.5,"5/21/22","Y","QR","7","6/6/22","Y","QR",10,"",6,332,3,0,1,110,"Normal",1,"6/30/22",1,129.2,"QS",11,NA,11,347,7,0,"",NA,"","2022-06-11","QS",NA,NA,NA,2.1,1.75,0.025,5.3,"OA Vapor","Organic"," NA",0,293,335,354,"QR QR QR QS ",0,0,0,0,1,0,110,49.94,129.2,58.6568
"170","22-170","Turfgrass","3/25/22","Richland","21-062",4,3,3,"3-Taktic",3,"3/27/22",3,0,3,283,27,0,"4/12/22","QR","Y","L5",8,"4/24/22","Y","QR","Capped",NA,"10","#VALUE!",10,"5/8/22","Y","QR",7,"5/21/22","Y","QR","9","6/6/22","Y","QR",10,"",0,302,0,0,1,136.8,"Normal",1,"6/30/22",1,172.6,"QR",16,NA,2,340,21,0,"",NA,"","2022-06-11","QS",NA,2,1,4.175,2.6875,0.2875,8.75,"Amitraz EC","Synthetic"," NA",0,310,302,361,"QR QR QR QS ",0,0,0,0,1,0,136.8,62.1072,172.6,78.3604
"171","22-171","Turfgrass","3/25/22","Richland","21-062",4,3,3,"5-Vapor18",5,"3/27/22",1,0,1,269,4,0,"4/12/22","QR","Y","L3",6,"4/24/22","Y","QR","Capped",NA,"12","#VALUE!",12,"5/8/22","Y","QR",7,"5/21/22","Y","QR","10","6/6/22","N","QNS",11,"",9,407,3,0,1,124.4,"Normal",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6/11/22",77,"QL","2022-06-11","QL",NA,2,1,5.35,0.0125,0.05,9.8,"OA Vapor","Organic","QL NA",0,273,410,NA,"QR QR QNS QL QL",0,0,1,0,1,1,124.4,56.4776,NA,NA
"172","22-172","Turfgrass","3/25/22","Richland","21-062",4,3,3,"1-Control",1,"3/27/22",1,0,1,294,3,0,"4/12/22","QR","Y","L4",7,"4/24/22","Y","QR","Capped",NA,"11","#VALUE!",11,"5/8/22","Y","QR",5.5,"5/21/22","Y","QR","7.5","6/6/22","Y","QR",7.5,"",1,402,0,0,1,111,"Normal",1,"6/30/22",1,134.8,"QR",14,NA,1,297,1,0,"",NA,"","2022-06-11","QR",NA,2,1,2.625,2.5625,0.05,6.15,"Control","Control"," NA",0,297,402,298,"QR QR QR QR ",0,0,0,0,1,0,111,50.394,134.8,61.1992
"173","22-173","Turfgrass","3/25/22","Richland","20-L75",1,3,7,"6-ManyDribble",6,"3/27/22",NA,NA,3,317,3,0,"4/12/22","QS","Y","L5",8,"4/24/22","Y","QR","Capped",NA,"10","#VALUE!",10,"5/8/22","Y","QR",11,"5/21/22","Y","QR","15","6/6/22","Y","QS",14,"",1,432,1,0,1,170.2,"Normal",2,"6/30/22",2,215.8,"QR",16,NA,2,271,4,0,"",NA,"","2022-06-11","QR",NA,2,1,4.735,2.2,0.2625,13.76,"5x OA Dribble","Organic"," NA",0,320,433,275,"QR QR QS QR ",0,0,0,0,1,0,170.2,77.2708,203.8,92.5252
"174","22-174","Turfgrass","3/25/22","Richland","20-L75",1,3,7,"5-Vapor18",5,"3/27/22",NA,NA,5,363,3,0,"4/12/22","QS","Y","Eggs",2,"4/24/22","Y","QR","Capped",NA,"16","#VALUE!",16,"5/8/22","Y","QR",12,"5/21/22","Y","QR","12","6/6/22","Y","QS",12,"",13,371,1,0,1,153.4,"Normal",1,"6/30/22",1,168.4,"QR",14,NA,12,252,2,0,"",NA,"","2022-06-11","QR",NA,NA,NA,5.284,2.975,0.175,11.616,"OA Vapor","Organic"," NA",0,366,372,254,"QR QR QS QR ",0,0,0,0,1,0,153.4,69.6436,168.4,76.4536
"175","22-175","Turfgrass","3/25/22","Richland","20-L75",1,3,8,"7-HopGuard",7,"3/27/22",NA,NA,1,354,3,0,"4/12/22","QR","Y","L4",7,"4/24/22","Y","QS","Capped",NA,"11","#VALUE!",11,"5/8/22","Y","QR",10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Normal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/8/22",44,"EFB",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HopGuard","Organic","EFB NA",1,357,NA,NA,"QR NA NA NA EFB",0,0,0,0,1,1,NA,NA,NA,NA
"176","22-176","Turfgrass","3/25/22","Richland","20-C14",4,2,2,"4-Dribble18",4,"3/27/22",2,0,2,317,6,0,"4/12/22","QS","Y","L5",8,"4/24/22","Y","QR","Capped",NA,"10","#VALUE!",10,"5/8/22","N","QL",9,"5/21/22","Y","QS","9","6/6/22","N","QNS",11,"",9,352,1,0,1,134.2,"Normal",1,"6/30/22",1,154.2,"QR",14,NA,4,247,16,0,"",NA,"","2022-06-11","QR",NA,NA,NA,3.1,2.625,0.275,8.075,"OA Dribble","Organic"," NA",0,323,353,263,"QL QS QNS QR ",0,0,1,0,1,1,134.2,60.9268,154.2,70.0068
"177","22-177","Turfgrass","3/25/22","Richland","20-C14",4,2,2,"2-Apivar",2,"3/27/22",2,0,2,286,6,0,"4/12/22","QNS","N",NA,NA,"4/24/22","Y","QR","L2",5,"#VALUE!","25",25,"5/8/22","Y","DL",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Normal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5/8/22",44,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apivar","Synthetic","DL NA",0,292,NA,NA,"DL NA NA NA DL",1,0,0,0,0,1,NA,NA,NA,NA
